Clustering Analysis for Lattice (diag_style cluster) 
nglobal = 8000 
nprocs = 8 


--------------------------------------------------
Time = 1.292427 
ncluster = 358 
<N> = 22.3464 
<R> = 2.47043 
id ivalue dvalue size cx cy cz xlo xhi ylo yhi zlo zhi 
 37 3 0 39 1.20513 8.69231 6.15385 19 3 7 10 4 8
 38 29 0 57 16.8772 9.31579 5.98246 14 0 7 11 2 9
 39 40 0 24 0.583333 6.125 6.83333 19 2 5 8 5 8
 42 94 0 74 0.472973 19.473 8.51351 17 3 16 2 6 11
 43 77 0 25 10.64 19.8 7.44 9 12 18 2 6 10
 44 44 0 62 19.1452 3.06452 8.30645 17 2 1 5 6 10
 45 50 0 63 5.8254 6.73016 8.14286 3 8 4 10 6 10
 46 8 0 43 10.6977 7.7907 5.30233 8 13 6 10 3 7
 47 90 0 4 1.75 19.75 7.5 1 2 19 0 7 8
 48 48 0 77 8.79221 18.2338 9.22078 6 12 16 1 7 12
 49 43 0 46 4.58696 1.91304 9.15217 3 7 19 5 7 11
 50 65 0 33 9.54545 9.84848 8.09091 7 12 8 11 7 10
 51 22 0 16 7.75 3 9.0625 6 9 2 4 8 10
 52 10 0 53 3.28302 4.88679 9.79245 1 5 1 8 8 11
 53 57 0 38 10.5 5.68421 8.5 9 13 3 8 7 10
 54 27 0 82 1.0122 3.9878 11.6585 19 3 1 7 8 15
 55 66 0 238 3.09664 10.6261 11.3445 19 8 7 15 8 15
 56 72 0 7 7.85714 8.57143 8.85714 7 9 8 9 8 10
 58 35 0 11 10.2727 1.27273 9.63636 9 11 0 2 9 11
 59 73 0 49 8.83673 6.81633 11.0816 7 11 5 9 9 13
 60 48 0 9 10.3333 7.66667 10.2222 9 11 7 9 9 11
 62 2 0 26 12.6154 19.8077 18.6923 11 14 18 1 17 0
 63 34 0 22 14.6818 0.727273 2.09091 13 16 19 2 0 4
 64 21 0 33 16.3939 0.30303 18.1212 15 18 19 2 17 0
 65 48 0 12 17.5 0.833333 0.333333 16 19 0 2 19 1
 66 16 0 28 16.5714 17.5714 0.0714286 15 18 16 0 19 2
 69 20 0 9 13.4444 1.11111 0.555556 12 14 0 2 19 2
 70 74 0 10 15.4 3 0.3 15 16 2 4 19 1
 73 72 0 8 17.5 3.625 1.375 17 18 3 4 0 3
 75 94 0 3 13 4 0 12 14 4 4 0 0
 76 84 0 32 15.75 4.75 18.6562 14 17 3 7 17 0
 77 27 0 13 12.3846 5.15385 18.4615 12 13 4 6 17 0
 78 21 0 11 14.6364 6.63636 19.5455 14 16 5 8 18 0
 79 40 0 58 13.4138 7.34483 1.75862 10 17 5 9 19 4
 80 64 0 15 15.8667 5.93333 1.8 15 17 5 7 0 3
 81 89 0 24 17.2917 7.58333 0.541667 16 18 6 9 19 2
 82 88 0 16 10.8125 8.1875 0.875 10 12 7 9 19 2
 84 5 0 50 11.26 11.12 2.28 9 13 9 13 0 4
 85 3 0 65 15.5692 9.87692 18.9231 13 18 8 12 16 2
 86 54 0 4 11.25 3.5 1.75 11 12 3 4 1 2
 87 11 0 53 13.4151 4.86792 3.45283 12 15 3 8 1 6
 90 71 0 78 12.5641 16.859 1.25641 10 16 14 0 19 3
 91 42 0 14 16.3571 0.571429 3.07143 15 18 19 2 2 4
 94 94 0 1 11 5 2 11 11 5 5 2 2
 99 52 0 71 13.4225 18.1127 4.21127 8 17 16 0 2 6
 100 86 0 11 10.7273 4.90909 3.45455 10 12 4 6 3 4
 101 88 0 49 15.3878 5 5.44898 13 17 3 7 3 8
 103 80 0 23 15.8261 2.34783 5 14 18 1 3 4 6
 104 43 0 5 18.2 4.8 4.4 17 19 4 6 4 5
 105 21 0 25 16.64 9.96 4.56 15 19 8 13 3 6
 106 10 0 54 14.3148 12.2593 5.38889 12 16 9 15 3 8
 107 39 0 24 12.9583 1.33333 6.41667 12 14 0 3 5 8
 109 30 0 1 19 2 5 19 19 2 2 5 5
 110 66 0 11 11.9091 4.09091 6.09091 11 13 3 5 5 7
 111 15 0 15 17.9333 4.4 6.06667 17 19 3 6 5 7
 112 80 0 26 12.1923 8.34615 8.07692 11 14 7 10 5 11
 117 43 0 1 19 6 6 19 19 6 6 6 6
 118 68 0 22 14.8636 7.54545 7.18182 13 17 6 9 6 9
 119 73 0 22 15.2273 0.318182 8.22727 14 17 19 2 7 10
 120 59 0 31 15.2258 2.58065 8.29032 13 17 1 4 7 10
 122 24 0 50 14.42 6.32 9.64 12 17 4 9 7 12
 123 84 0 27 18.1111 6.22222 9 17 0 5 8 7 11
 126 64 0 9 18.6667 10.1111 8 18 19 9 11 7 9
 127 34 0 46 12.5217 0.195652 11.1304 11 14 18 2 8 14
 128 92 0 20 12.15 3 9.4 11 13 2 4 8 11
 130 91 0 93 15.2796 9.39785 10.4839 12 18 6 12 7 14
 132 9 0 14 14.3571 19.2143 10.2143 13 16 18 1 9 12
 133 98 0 76 16.7368 19.3026 11.75 14 0 17 2 8 15
 135 45 0 43 14.6977 4.18605 11.4651 13 17 2 6 9 13
 138 13 0 14 6.5 10.9286 0.857143 6 7 10 12 0 2
 140 15 0 89 8.93258 12.5056 17.2697 6 11 10 15 13 1
 141 36 0 32 18.9688 11.9688 18.2188 17 1 11 13 16 0
 142 88 0 40 5.675 11.35 17.8 3 8 9 13 16 0
 143 97 0 23 2.08696 12.913 1.73913 1 3 12 14 0 4
 144 61 0 42 19.8571 12.3333 2.66667 18 2 10 14 0 5
 145 69 0 118 3.36441 14.7712 18.9068 0 6 12 18 16 2
 146 4 0 50 6.06 14.1 2.14 4 9 12 17 19 4
 148 68 0 7 19.5714 17.2857 19.8571 19 0 16 18 19 1
 149 10 0 77 0.662338 15.8052 3.11688 18 3 13 18 0 7
 151 48 0 1 3 18 0 3 3 18 18 0 0
 152 95 0 40 9.05 15.15 2.85 7 11 13 18 0 5
 157 9 0 10 8.1 10.4 2.3 7 9 10 11 1 3
 158 26 0 1 5 17 1 5 5 17 17 1 1
 160 7 0 33 17.9394 15.0303 1.06061 16 0 13 17 19 3
 161 9 0 27 3.59259 15.4815 3.96296 2 5 14 17 2 6
 162 57 0 18 3.88889 17.6111 3.83333 3 5 17 19 2 6
 165 5 0 1 8 14 3 8 8 14 14 3 3
 166 14 0 6 6.83333 17.6667 3.16667 6 8 17 18 3 4
 169 60 0 39 3.28205 11.3846 5.94872 2 5 10 14 4 8
 171 87 0 1 6 10 4 6 6 10 10 4 4
 172 51 0 14 18.7143 11.7143 3.71429 18 0 10 13 2 5
 173 44 0 1 0 15 4 0 0 15 15 4 4
 174 30 0 76 7.01316 16.0263 6.30263 4 10 14 18 4 9
 175 38 0 1 2 17 4 2 2 17 17 4 4
 179 93 0 29 0.275862 12.1034 6.68966 19 2 10 14 5 9
 180 62 0 5 4.4 12.6 5.4 4 5 12 13 5 6
 181 46 0 23 3.08696 15.6522 6.6087 2 4 14 17 5 8
 182 52 0 3 5.66667 14 5.33333 5 6 14 14 5 6
 183 83 0 1 8 14 5 8 8 14 14 5 5
 184 11 0 46 7.67391 13.3478 8.69565 5 11 11 16 5 12
 185 49 0 11 6.36364 12.3636 7.18182 5 8 11 13 6 8
 189 77 0 65 2.66154 14.0462 8.95385 0 6 12 16 7 11
 190 76 0 13 8 14.3846 8.38462 7 9 13 15 7 10
 191 13 0 12 0.916667 16.4167 7.83333 0 2 15 17 7 9
 193 60 0 56 3.98214 17.2679 9.5 1 7 15 19 7 12
 197 93 0 55 10.3091 13.6182 8.94545 8 13 11 16 6 12
 199 5 0 2 19.5 15 9.5 19 0 15 15 9 10
 201 33 0 9 11.6667 11.3333 19.8889 11 12 10 13 19 1
 203 2 0 98 15.3163 12.3265 0.72449 12 19 10 15 18 3
 209 34 0 3 15.6667 15 19.6667 15 16 15 15 19 0
 210 9 0 57 11.0175 16.7544 17.5789 8 13 15 19 15 0
 219 41 0 3 14 10.3333 1.66667 13 15 10 11 1 2
 222 14 0 17 17.3529 18 2.41176 16 18 17 19 1 4
 224 86 0 49 14.449 14.6327 3.4898 12 18 13 16 2 5
 233 12 0 2 13 13.5 4 13 13 13 14 4 4
 234 6 0 48 16.5625 12.3333 7.58333 14 19 11 14 4 11
 235 49 0 26 18 16.0769 5.88462 16 19 15 17 4 8
 240 22 0 23 13 11.3478 6.86957 11 17 10 13 5 10
 241 17 0 6 13.5 14.6667 6 13 14 14 15 5 7
 242 15 0 31 13 17.5806 6.25806 11 15 16 19 5 8
 247 15 0 30 18.2667 13.7 8.66667 17 19 12 15 6 10
 248 40 0 14 11.4286 16.1429 7.14286 10 13 15 17 6 8
 253 63 0 1 13 12 7 13 13 12 12 7 7
 254 33 0 34 15.3529 15.2353 9.58824 14 17 13 17 7 11
 255 4 0 13 16.7692 15.1538 8.07692 15 18 14 17 7 9
 256 94 0 1 13 15 7 13 13 15 15 7 7
 257 53 0 24 15.0833 17.3333 7.875 13 17 16 19 7 9
 261 43 0 27 12.7407 13.6667 9.7037 11 14 12 15 8 11
 262 50 0 4 16.75 17.25 9 16 18 16 18 8 10
 265 29 0 15 12.7333 17.2667 9.33333 11 14 16 19 8 10
 268 85 0 10 17.7 10.4 10.6 17 18 9 11 9 12
 269 89 0 53 19.1321 17.3208 12.5283 18 1 15 0 9 16
 276 13 0 27 8.44444 2.11111 11 7 10 0 4 10 13
 277 3 0 24 19.375 1.25 11.7917 18 1 0 3 10 14
 278 21 0 26 6.30769 3.76923 11.1154 5 8 2 6 10 13
 286 30 0 15 3.13333 0.533333 11.9333 2 4 19 2 11 14
 287 18 0 3 5.66667 19 10.3333 5 6 18 0 10 11
 288 33 0 53 5.60377 1.0566 12.8302 3 8 19 4 11 15
 289 5 0 5 9.4 0.4 11.6 9 10 0 1 11 12
 290 13 0 12 19.75 6.66667 11.5833 19 1 5 8 11 12
 291 18 0 8 1.625 6 11.875 1 2 5 7 11 13
 293 69 0 81 6.08642 7.8642 14.5062 3 9 4 11 11 18
 294 44 0 25 7.92 8.72 12.56 7 9 7 11 11 14
 296 35 0 1 5 2 12 5 5 2 2 12 12
 297 6 0 33 10.2424 5.12121 13.8788 8 13 4 7 12 16
 298 22 0 4 0.75 8.5 12.5 0 1 8 9 12 13
 299 20 0 86 3.43023 6.7907 15.0814 1 7 3 10 12 18
 300 27 0 71 11.1549 1.3662 13.3099 9 14 18 5 11 15
 301 4 0 1 4 1 13 4 4 1 1 13 13
 302 63 0 72 10.5 0.555556 15.3194 8 14 18 4 13 18
 303 5 0 1 7 2 13 7 7 2 2 13 13
 304 16 0 71 7.40845 2.66197 15.5634 6 9 19 7 13 18
 305 32 0 16 19.5625 6.375 13.4375 19 0 5 8 12 15
 307 86 0 51 4.58824 17.5098 14.4902 2 7 15 0 12 16
 309 77 0 15 3.13333 4.46667 15.7333 2 4 4 6 14 17
 310 87 0 8 6.375 7.875 14.5 5 7 7 9 14 15
 311 60 0 1 4 8 14 4 4 8 8 14 14
 312 34 0 25 18.68 9.64 13.96 17 0 8 12 13 15
 313 85 0 18 9.22222 10.2222 14.1667 8 10 9 12 13 15
 315 42 0 37 19.4595 3.81081 16.6757 17 2 2 6 15 18
 316 6 0 10 6.1 3.7 17 5 7 2 5 15 19
 317 59 0 48 19.6875 7.20833 16.5833 18 2 5 9 14 18
 318 11 0 23 10.3478 8.47826 15.913 9 12 7 10 15 17
 319 76 0 44 0.522727 10.5682 16.4091 18 3 9 13 14 18
 320 69 0 29 17.931 0.896552 15.0345 16 0 19 2 13 17
 322 46 0 15 19 19.4667 17.9333 18 0 18 1 17 19
 323 65 0 14 8.14286 18 16.2857 7 9 17 0 15 17
 325 36 0 26 6.73077 6.80769 18.0769 5 9 5 9 17 19
 326 99 0 17 3.70588 6.52941 17.5882 2 5 5 8 17 18
 327 93 0 2 2.5 8.5 17.5 2 3 8 9 17 18
 331 16 0 1 1 1 18 1 1 1 1 18 18
 333 92 0 18 10.7222 3.55556 16.6667 9 12 2 5 15 18
 355 53 0 16 17.375 4.0625 11.9375 16 18 3 5 10 14
 358 86 0 27 12.1481 5.59259 11.6296 11 14 4 8 10 13
 366 20 0 14 14.7857 1.85714 12 14 16 1 3 11 14
 369 62 0 66 12.4091 11.197 13.197 10 15 9 13 11 16
 373 52 0 25 16.56 6.68 13.84 14 18 6 8 12 15
 375 78 0 20 13.65 8.45 13.75 13 15 7 10 12 16
 376 33 0 1 13 9 12 13 13 9 9 12 12
 378 10 0 7 16.1429 2.42857 13.4286 15 17 2 3 13 14
 379 30 0 20 17.95 4 14.4 16 19 2 6 13 15
 380 98 0 13 11.2308 7.53846 13.7692 10 12 6 9 13 15
 383 79 0 50 14.24 2.88 16.44 12 16 0 5 14 19
 385 28 0 63 13.2698 7.07937 16.7143 11 16 5 9 14 19
 387 80 0 88 13.1818 12.1023 16.7955 10 17 8 15 14 19
 388 57 0 20 16.75 11.1 14 15 18 9 12 13 15
 389 48 0 24 14.2083 19.5417 16 12 16 18 1 15 18
 391 58 0 10 16.5 2.7 16 16 17 2 4 15 17
 394 45 0 1 14 8 15 14 14 8 8 15 15
 396 45 0 17 16.4118 7.17647 16.8824 15 17 6 8 16 18
 406 23 0 6 18.5 9 18 18 19 8 10 17 19
 422 47 0 14 8.85714 10.5 10.8571 7 10 10 11 10 12
 426 86 0 21 7.7619 13.3333 11.6667 5 9 12 15 10 13
 433 25 0 29 7.03448 17.1379 12.6897 6 8 16 19 10 16
 435 53 0 5 2.4 10.8 12.4 1 4 10 11 11 13
 436 100 0 22 18.4545 12.8182 11.8636 17 0 11 14 11 13
 437 41 0 11 0.909091 13.7273 12.1818 0 2 13 15 11 13
 438 70 0 20 0.55 15.6 12.85 19 2 12 19 11 15
 439 68 0 6 4.5 16.5 12 4 5 16 17 11 13
 443 90 0 42 3.07143 13.3095 14.6429 2 4 11 16 12 17
 444 41 0 32 9.90625 16 12.6562 8 12 14 18 11 15
 451 72 0 21 7.33333 14.619 14.0952 6 9 13 16 13 16
 452 99 0 23 1.13043 14.4783 15.087 0 3 13 16 13 17
 453 28 0 22 5.63636 14.1818 15.3636 4 7 12 15 13 17
 454 33 0 5 1.2 17.4 13.4 0 3 16 18 13 14
 459 3 0 67 18.9701 16.1194 16.9254 16 2 14 18 14 19
 460 32 0 10 6.2 16.2 16.2 5 7 15 17 14 18
 466 93 0 4 9 12 16.25 8 10 11 13 16 17
 470 93 0 1 4 11 17 4 4 11 11 17 17
 488 60 0 3 11 11.6667 10.6667 10 12 11 12 10 11
 493 85 0 1 10 14 10 10 10 14 14 10 10
 494 15 0 10 12.6 14.1 11.9 12 13 13 15 10 13
 500 54 0 5 17 17.2 11 16 18 17 18 10 12
 510 12 0 22 15.5 13.4545 12.1364 14 17 12 15 11 14
 512 90 0 32 16.6875 15.4375 13.1875 15 19 14 17 11 15
 513 37 0 22 13.1364 17.0909 11.9545 12 15 16 18 11 13
 515 57 0 73 12.4384 15.3836 14.3151 10 16 13 18 12 16
 519 13 0 2 18.5 15.5 13.5 18 19 15 16 13 14
 523 48 0 39 16.8462 13.9744 15.5128 15 19 12 16 14 17
 525 54 0 18 16.5 17.9444 15.5 15 18 17 19 14 17
 528 18 0 1 12 10 15 12 12 10 10 15 15
 530 66 0 3 11.6667 12 15.6667 11 12 11 13 15 16
 536 17 0 11 15.0909 11.8182 16.6364 14 16 11 13 16 18
 540 8 0 5 16.6 13.8 18 16 17 13 14 17 19
 542 97 0 24 14.7917 16.875 18 13 17 15 18 17 19



--------------------------------------------------
Time = 2.435663 
ncluster = 231 
<N> = 34.632 
<R> = 2.907 
id ivalue dvalue size cx cy cz xlo xhi ylo yhi zlo zhi 
 1 35 0 91 0.582418 19.3516 19.956 16 5 16 4 17 3
 2 28 0 52 4.17308 0.0576923 1.59615 2 6 18 3 19 3
 3 61 0 157 5.30573 17.8535 17.3121 0 11 12 1 12 2
 4 39 0 16 8.875 19.125 18.5 8 10 18 0 17 0
 5 42 0 68 10.1765 18.8382 2 8 12 15 2 19 6
 6 10 0 21 1.33333 1.7619 19.5714 0 3 1 3 18 1
 7 64 0 102 3.88235 1.7451 17.7941 0 8 19 4 14 1
 8 95 0 14 19.4286 2.92857 1 18 1 2 4 0 2
 9 8 0 25 3.28 3.96 18.48 2 5 2 5 17 0
 10 47 0 161 8.28571 5.98758 1.74534 5 11 2 10 16 7
 11 80 0 47 18.6809 4.40426 19.0638 17 1 2 7 17 1
 12 33 0 124 3.76613 5.87903 2.42742 0 8 2 10 19 5
 13 78 0 32 4.59375 5.8125 19.9688 3 7 4 7 18 2
 14 55 0 2 5 3.5 0.5 5 5 3 4 0 1
 15 27 0 13 6.61538 6.84615 0.692308 6 8 6 8 0 2
 16 86 0 13 19.4615 8.07692 0.0769231 19 0 7 9 19 1
 17 58 0 30 1.63333 9.26667 19.3333 19 3 7 11 18 1
 18 83 0 70 4.28571 10.4 1.24286 2 6 8 13 18 5
 19 48 0 18 7.66667 8.94444 0.666667 6 9 7 11 0 2
 20 60 0 19 9 8.73684 18.3158 7 11 8 10 17 0
 21 90 0 43 8.09302 0.395349 3.34884 6 11 18 2 1 5
 22 86 0 116 19.3534 1.5431 4.26724 16 3 18 6 1 8
 23 72 0 25 8.64 4.08 1.92 7 11 3 5 1 4
 24 36 0 83 0.216867 6.55422 4.13253 17 6 4 9 1 8
 25 27 0 23 0.73913 9.91304 2.08696 19 2 9 11 1 4
 26 83 0 165 10.9515 2.46667 3.74545 8 15 18 6 18 8
 27 99 0 43 3 1.04651 5.25581 0 5 19 3 3 7
 28 94 0 60 6.76667 11.0333 5.26667 5 8 9 14 3 8
 29 36 0 48 1.08333 18.3958 5.125 19 3 16 0 3 8
 30 39 0 43 6.04651 19.1628 5.65116 4 8 17 1 4 8
 32 74 0 32 5.53125 2.03125 6.34375 3 7 1 3 4 8
 33 79 0 41 3 4.56098 5.5122 1 6 3 6 4 7
 34 3 0 40 1.125 8.65 6.15 19 3 7 10 4 8
 35 29 0 54 17.0185 9.2963 6.03704 14 0 7 11 2 9
 37 45 0 30 9.8 10.5667 4.6 9 11 9 12 3 6
 38 94 0 80 0.475 19.325 8.65 17 3 17 2 6 11
 39 77 0 24 10.6667 19.875 7.45833 9 12 18 2 6 10
 40 44 0 65 19.1077 2.96923 8.43077 17 2 1 5 6 11
 41 40 0 19 0.473684 6 7 19 2 5 7 6 8
 42 50 0 66 6.04545 6.51515 8.07576 4 8 3 10 6 10
 43 8 0 45 10.6667 7.73333 5.33333 8 13 6 10 3 7
 44 60 0 48 3.33333 11.375 5.72917 1 5 9 14 3 8
 45 90 0 2 1.5 0 7.5 1 2 0 0 7 8
 46 48 0 93 8.84946 18.0753 9.29032 6 12 15 1 7 12
 47 43 0 50 4.54 1.92 9.22 3 7 19 5 7 12
 48 65 0 36 9.47222 9.72222 8.19444 7 11 8 11 7 10
 49 22 0 11 7.81818 2.90909 9.09091 7 9 2 4 8 10
 50 57 0 37 10.5676 5.51351 8.54054 9 13 3 8 7 10
 51 27 0 88 0.931818 4.14773 11.6705 19 3 1 8 8 15
 52 10 0 50 3.4 4.94 9.94 1 6 1 8 8 12
 53 72 0 1 8 7 8 8 8 7 7 8 8
 54 66 0 271 3.07011 10.6162 11.2509 17 8 7 15 8 16
 55 13 0 27 8.7037 2.18519 10.7407 7 10 1 4 9 12
 57 73 0 53 9.01887 6.86792 11.0566 7 12 5 9 9 13
 58 48 0 6 10.1667 8.16667 10 9 11 7 9 9 11
 61 2 0 25 12.76 19.84 18.68 11 14 18 1 17 0
 63 34 0 22 14.8636 1 1.5 14 16 0 2 0 4
 64 21 0 34 16.2059 0.147059 18.1765 15 18 18 2 17 0
 65 48 0 11 17.3636 0.727273 0.454545 16 18 0 2 0 1
 68 20 0 3 13.3333 0.666667 0.666667 13 14 0 1 0 1
 69 74 0 8 15.375 3.5 0.375 14 16 2 5 0 1
 72 84 0 36 15.75 4.80556 18.6389 14 17 3 7 17 0
 74 40 0 67 13.5672 7.34328 1.59701 11 17 4 10 19 4
 75 27 0 12 12.5 4.91667 18.75 12 13 4 6 17 0
 76 89 0 26 17.1923 7.61538 0.653846 16 18 6 9 19 2
 77 88 0 13 10.7692 8.23077 0.538462 10 12 7 9 19 2
 79 15 0 99 8.9596 12.5354 17.404 6 11 9 16 13 1
 80 3 0 70 15.5571 9.8 18.8714 12 18 8 12 16 2
 81 11 0 53 13.4717 4.71698 3.35849 12 16 3 7 1 6
 83 72 0 1 18 4 1 18 18 4 4 1 1
 84 64 0 13 15.8462 5.92308 1.92308 15 17 5 7 1 3
 86 42 0 11 16.5455 0.454545 2.90909 16 18 19 2 2 4
 88 86 0 8 11 4.625 3.25 10 12 4 6 2 4
 89 5 0 49 11.3878 10.9796 2.36735 10 14 8 13 1 4
 93 80 0 24 15.9167 2.33333 4.875 14 19 1 3 3 6
 94 88 0 51 15.4118 5.01961 5.41176 13 18 3 7 3 8
 97 52 0 65 13.4923 18.1077 4.23077 8 17 16 0 2 6
 98 21 0 23 16.6522 10 4.52174 15 19 8 13 3 6
 99 10 0 69 14.2899 11.9565 5.55072 12 16 8 15 3 8
 100 39 0 24 12.9167 1.45833 6.5 12 14 0 3 5 8
 101 15 0 15 17.9333 4.4 6.2 17 19 3 6 5 7
 102 80 0 18 12.2778 8.16667 7.5 11 13 7 10 5 10
 104 66 0 8 11.875 4.25 6.25 11 13 3 5 6 7
 106 68 0 20 15.2 7.35 7.25 14 17 6 8 6 9
 108 73 0 17 15.0588 0.411765 8.11765 14 17 19 1 7 9
 110 59 0 30 15.3333 2.66667 8.33333 14 17 1 4 7 10
 112 24 0 50 14.44 6.44 9.64 12 17 4 9 7 12
 113 84 0 25 17.96 6.08 8.96 17 19 5 7 7 11
 116 34 0 48 12.6667 0.270833 11.0208 11 14 18 2 8 13
 117 92 0 21 12.2381 3.2381 9.28571 11 13 2 5 8 11
 119 91 0 111 15.4144 9.32432 10.3964 12 19 6 12 7 14
 120 64 0 5 18.6 10 7.8 18 19 9 11 7 8
 122 98 0 80 16.6125 19.3625 11.6125 14 19 17 2 9 14
 123 35 0 10 10.4 1.3 9.7 10 11 0 2 9 11
 124 45 0 43 14.6977 4.04651 11.4884 13 16 2 6 9 14
 127 13 0 12 6.5 10.9167 0.75 6 7 10 12 0 2
 130 36 0 38 19 12.0789 18.3421 17 1 11 14 16 0
 131 97 0 22 2.22727 12.9091 2 1 3 12 14 0 4
 132 69 0 120 3.38333 14.7417 18.9417 0 7 12 18 16 2
 133 4 0 52 6.07692 14.2115 2.15385 4 8 12 17 0 4
 135 68 0 4 19.5 17.25 0.25 19 0 16 18 0 1
 136 10 0 81 0.617284 15.8148 3.20988 18 3 13 18 0 7
 139 48 0 1 3 18 0 3 3 18 18 0 0
 144 9 0 9 8.22222 10.4444 2 7 9 10 11 1 3
 145 61 0 44 19.8182 12.2955 2.84091 18 2 10 14 1 5
 146 95 0 41 9.14634 14.9512 3.17073 7 11 13 17 1 5
 147 7 0 31 17.9355 15.0323 1.03226 16 0 13 17 18 3
 148 9 0 24 3.79167 15.125 4.20833 2 6 14 16 2 6
 149 57 0 18 3.88889 17.5 3.61111 3 5 17 19 2 5
 155 30 0 78 7.05128 15.9487 6.19231 5 10 14 18 3 9
 159 44 0 1 0 15 4 0 0 15 15 4 4
 160 38 0 1 2 17 4 2 2 17 17 4 4
 163 93 0 29 0.172414 12.2069 6.62069 19 2 11 14 5 8
 164 62 0 1 4 13 5 4 4 13 13 5 5
 165 11 0 44 7.54545 13.3409 8.65909 5 10 11 17 5 12
 166 52 0 1 5 14 5 5 5 14 14 5 5
 167 49 0 8 6.25 12.375 7.375 6 7 11 13 6 8
 168 77 0 60 2.73333 14.1333 8.81667 0 5 12 16 6 11
 169 46 0 18 3.22222 15.9444 6.66667 2 5 15 17 6 8
 173 13 0 10 1.1 16.5 7.9 0 2 16 17 7 9
 175 60 0 58 3.89655 17.3276 9.41379 1 6 16 19 7 12
 179 76 0 10 7.9 14.3 8.5 7 9 13 15 8 9
 180 93 0 65 10.2154 13.6615 9.18462 8 13 11 16 6 12
 181 15 0 32 18.2812 13.4375 8.78125 16 0 11 16 7 10
 182 89 0 64 19.1562 17.375 12.6094 17 1 15 0 9 16
 185 2 0 110 15.4455 12.4545 0.627273 12 19 10 15 17 3
 186 33 0 4 11.5 11.75 0.25 11 12 11 12 0 1
 189 80 0 96 13.1771 12.1979 16.8333 10 17 8 16 14 0
 191 71 0 78 12.5897 16.8846 1.23077 10 16 14 19 0 3
 192 9 0 57 11.0526 16.7368 17.6842 8 13 15 19 16 0
 193 16 0 26 16.5 17.4231 0.115385 15 18 16 19 19 2
 203 14 0 19 17.3684 17.8421 2.57895 16 18 16 19 1 4
 205 86 0 49 14.3061 14.6122 3.4898 12 17 13 16 2 5
 211 51 0 6 18.3333 12 3.83333 18 19 11 13 3 5
 215 12 0 1 13 13 4 13 13 13 13 4 4
 216 6 0 47 16.5532 12.4043 7.68085 14 18 11 14 4 11
 217 17 0 7 13.2857 14.5714 5.85714 13 14 14 15 4 7
 218 49 0 27 18 15.963 6.03704 16 19 15 17 4 8
 222 22 0 13 11.9231 11.3846 6.23077 11 13 10 13 5 7
 224 15 0 34 13.0294 17.4706 6.44118 11 15 16 19 5 8
 227 40 0 11 11.5455 16 6.90909 11 12 15 17 6 8
 232 33 0 38 15.5263 15.3947 9.55263 14 17 13 18 7 11
 234 4 0 7 16.7143 15.2857 8 15 18 14 16 7 9
 236 53 0 25 15.28 17.48 7.92 14 17 16 19 7 9
 240 22 0 1 16 11 8 16 16 11 11 8 8
 241 43 0 30 12.7 13.6333 9.83333 11 14 11 15 8 12
 242 29 0 14 12.7143 17.1429 9.21429 12 14 16 19 8 10
 247 9 0 7 14.1429 19 9.85714 13 15 18 0 9 10
 253 3 0 23 19.3478 1.34783 11.7391 18 1 0 3 10 13
 254 21 0 26 6.34615 3.76923 11.0385 5 8 2 5 10 12
 261 72 0 1 8 9 10 8 8 9 9 10 10
 263 30 0 12 3.08333 0.5 11.8333 2 4 0 1 11 13
 264 33 0 64 5.73438 1.125 12.7812 3 9 19 4 11 15
 265 27 0 78 11.1154 1.42308 13.2821 9 14 18 6 11 15
 266 13 0 4 0 5.75 11.25 0 0 5 7 11 12
 267 18 0 5 1.8 6 11.6 1 2 5 7 11 12
 268 69 0 78 6.21795 7.9359 14.5897 3 9 5 11 11 18
 269 44 0 20 8 8.4 12.7 7 9 7 10 11 14
 271 6 0 33 10.0909 5.09091 13.8788 8 12 4 6 12 16
 272 32 0 16 19.625 6.75 13.125 19 1 5 8 12 14
 273 20 0 96 3.39583 6.625 15.0729 1 7 3 10 12 17
 275 4 0 1 4 1 13 4 4 1 1 13 13
 276 16 0 73 7.35616 2.67123 15.5068 6 9 19 6 13 18
 277 34 0 27 18.8148 9.74074 13.8889 17 1 8 12 13 15
 278 63 0 73 10.6301 0.39726 15.4521 8 14 18 3 14 18
 280 77 0 5 2.6 4.2 15 2 3 4 5 14 16
 281 87 0 4 6.5 7.75 14.5 6 7 7 9 14 15
 282 60 0 1 4 8 14 4 4 8 8 14 14
 283 85 0 19 9.26316 10.2632 14.2632 8 10 9 12 13 16
 285 86 0 54 4.75926 17.4444 14.4074 3 7 16 0 12 17
 286 42 0 42 19.7381 3.78571 16.7381 17 2 2 6 15 18
 287 6 0 4 5.75 3.25 16 5 7 2 4 15 17
 288 59 0 51 19.5882 7.23529 16.6667 18 2 5 9 15 18
 289 11 0 23 10.3913 8.6087 15.8696 9 12 7 10 15 17
 290 76 0 45 0.466667 10.5556 16.2889 18 3 9 13 14 18
 291 36 0 24 6.83333 6.625 17.7917 6 8 5 8 16 19
 293 46 0 23 18.913 19.8696 17.9565 18 0 18 2 17 19
 296 99 0 13 3.92308 6.84615 17.4615 3 5 6 8 17 18
 298 88 0 44 5.52273 11.0909 17.6364 3 8 9 13 16 19
