Clustering Analysis for Lattice (diag_style cluster) 
nglobal = 8000 
nprocs = 8 


--------------------------------------------------
Time = 1.292427 
ncluster = 358 
<N> = 22.3464 
<R> = 2.47043 
id ivalue dvalue size cx cy cz xlo xhi ylo yhi zlo zhi 
 301 6 0 1 7 4 18 7 7 4 4 18 18
 302 92 0 17 10.6471 3.58824 16.6471 9 12 2 5 15 18
 323 86 0 27 12.1852 5.51852 11.7407 11 14 4 8 10 13
 332 20 0 9 14.8889 1.77778 12.2222 14 16 1 3 11 13
 333 53 0 12 17.5 4.08333 11.9167 17 18 3 5 11 13
 334 62 0 74 12.4054 11.0541 13.0135 10 15 9 13 10 15
 337 78 0 22 13.6364 8.31818 13.8182 13 15 6 10 12 16
 338 69 0 26 17.6154 1.07692 14.9231 16 19 0 2 13 16
 339 10 0 6 16 2.33333 13.5 15 17 2 3 13 14
 340 30 0 20 17.8 3.85 14.3 16 19 2 5 13 15
 341 52 0 26 16.5769 6.57692 13.8846 15 18 5 8 13 15
 342 98 0 13 11.0769 7.61538 13.8462 10 12 7 9 13 15
 346 79 0 50 14.2 2.86 16.54 12 16 1 5 14 19
 347 28 0 68 13.1324 7.11765 16.75 11 16 5 9 14 19
 350 48 0 21 14.1905 19.619 16 13 16 18 1 15 17
 351 58 0 8 16.375 2.75 16.125 16 17 2 4 15 17
 356 45 0 15 16.5333 7.06667 16.8 16 17 6 8 16 18
 357 42 0 1 10 0 17 10 10 0 0 17 17
 370 21 0 1 14 6 19 14 14 6 6 19 19
 377 47 0 13 9.07692 10.5385 11.0769 8 10 10 11 10 12
 381 86 0 18 7.94444 13.1111 11.7778 6 9 11 15 10 13
 387 53 0 4 2.75 10.75 12.25 2 4 10 11 11 13
 388 100 0 21 18.5238 12.8095 11.9048 17 0 11 14 11 13
 389 41 0 11 0.727273 13.7273 12.0909 0 2 13 15 11 13
 390 70 0 6 1.33333 16.6667 12.1667 1 2 16 17 11 13
 391 25 0 24 6.875 17.125 12.4167 6 8 16 18 11 14
 394 90 0 47 3.06383 13.383 14.6596 2 5 11 16 12 17
 395 72 0 26 7.15385 15 14.1923 5 9 13 17 12 16
 397 41 0 25 9.64 16.16 13.2 8 12 15 17 11 15
 403 99 0 28 1.25 14.6786 14.8929 0 3 13 16 13 17
 404 28 0 23 5.6087 14.3913 15.3043 4 7 13 16 13 17
 408 70 0 3 19.3333 13.3333 14 19 0 13 14 14 14
 409 3 0 68 18.9559 16.1176 17.0147 16 1 14 18 14 19
 410 33 0 1 0 18 14 0 0 18 18 14 14
 412 65 0 13 8.07692 17.9231 16.3077 7 9 17 19 15 17
 414 93 0 1 9 12 16 9 9 12 12 16 16
 417 32 0 3 7 16.6667 17 7 7 16 17 16 18
 435 85 0 3 17 11.3333 10.3333 17 17 11 12 10 11
 447 60 0 1 10 12 11 10 10 12 12 11 11
 449 12 0 22 15.5 13.5 12.1364 14 17 12 15 11 14
 450 15 0 5 12.6 13.6 11.8 12 13 13 14 11 12
 452 90 0 33 16.6061 15.6061 13 15 19 14 17 11 15
 453 37 0 24 13.25 17.125 11.8333 12 15 16 18 11 13
 455 57 0 74 12.4324 15.5 14.2568 10 15 13 18 12 16
 456 54 0 1 17 17 12 17 17 17 17 12 12
 459 57 0 17 16.8824 11.2353 14 15 18 10 12 13 15
 463 48 0 45 16.9111 13.9778 15.4889 15 19 12 16 14 17
 465 13 0 1 19 15 14 19 19 15 15 14 14
 470 54 0 17 16.4118 17.9412 15.7059 15 18 17 19 15 17
 473 17 0 7 14.8571 12 16.4286 14 16 11 13 16 17
 478 97 0 19 14.7368 17.0526 18.0526 14 16 16 18 17 19
 482 23 0 2 19 10 18.5 19 19 10 10 18 19



--------------------------------------------------
Time = 2.847428 
ncluster = 204 
<N> = 39.2157 
<R> = 3.05163 
id ivalue dvalue size cx cy cz xlo xhi ylo yhi zlo zhi 
 1 35 0 94 0.787234 19.1596 19.7872 16 5 17 4 16 3
 2 28 0 55 4.21818 0.0909091 1.63636 2 6 18 3 19 4
 3 61 0 168 5.25595 17.9643 17.0774 0 12 12 1 12 2
 4 42 0 76 10.0395 18.8421 1.81579 8 12 15 2 19 7
 5 10 0 21 1.33333 1.80952 19.8571 0 3 1 3 19 1
 6 64 0 101 3.91089 1.82178 17.6931 0 8 19 4 14 1
 7 95 0 12 19.4167 2.83333 0.916667 18 1 2 4 0 2
 8 8 0 26 3.11538 3.96154 18.4615 2 5 2 5 17 0
 9 47 0 158 8.29114 6.06329 1.63924 5 11 2 10 16 7
 10 80 0 49 18.6327 4.32653 18.9796 16 1 2 7 17 1
 11 33 0 140 3.92143 5.69286 2.42857 0 8 2 10 19 5
 12 78 0 32 4.78125 5.8125 19.6562 3 6 4 7 18 1
 13 27 0 7 6.71429 7 0.571429 6 8 6 8 0 1
 14 86 0 15 19.5333 8.2 0.133333 19 1 7 10 19 1
 15 58 0 28 1.71429 9.32143 19.3214 0 3 7 11 18 1
 16 83 0 71 4.25352 10.3944 1.29577 2 6 8 13 18 5
 17 48 0 20 7.55 9.2 0.8 6 9 8 11 0 2
 18 60 0 19 9.05263 8.63158 18.4211 7 11 8 10 17 0
 19 86 0 116 19.319 1.51724 4.31034 16 4 18 6 1 8
 20 72 0 24 8.70833 4.08333 1.95833 7 11 3 5 1 4
 21 36 0 85 19.9529 6.48235 4.08235 17 5 4 8 1 8
 22 27 0 22 0.681818 9.95455 2.09091 19 2 9 11 1 4
 23 90 0 40 8 0.2 3.4 6 11 18 2 2 5
 24 83 0 178 10.9719 2.44944 3.83146 8 15 18 6 18 8
 25 99 0 44 3.04545 0.909091 5.36364 0 5 19 2 3 7
 26 36 0 48 1.0625 18.3125 5.14583 19 3 16 0 3 7
 27 39 0 42 6.11905 19.1905 5.7381 4 8 17 1 4 8
 29 74 0 30 5.56667 2.16667 6.36667 4 7 1 3 4 8
 30 79 0 39 3.02564 4.58974 5.5641 1 6 3 7 4 7
 31 3 0 40 1.075 8.7 6.075 19 3 7 10 4 8
 32 94 0 65 6.75385 11.0923 5.35385 5 9 9 14 2 8
 33 45 0 25 9.72 10.6 4.76 9 11 9 12 3 6
 34 94 0 80 0.4375 19.3 8.6875 17 3 16 2 6 12
 35 77 0 19 10.8421 19.8421 7.57895 9 12 19 1 6 10
 36 44 0 74 19.1216 3.09459 8.52703 17 2 1 5 6 11
 37 40 0 17 0.764706 5.82353 7.05882 19 2 5 7 6 8
 38 50 0 69 6.14493 6.37681 8.02899 4 8 3 9 6 10
 39 8 0 47 10.7447 7.59574 5.06383 8 13 5 9 2 7
 40 60 0 53 3.37736 11.3019 5.77358 1 6 9 14 3 8
 41 48 0 97 8.83505 18.0825 9.28866 6 12 15 1 7 12
 42 43 0 52 4.53846 1.92308 9.19231 3 7 0 5 7 12
 43 65 0 40 9.6 9.575 8.175 7 11 8 11 7 10
 44 90 0 1 2 0 8 2 2 0 0 8 8
 45 22 0 9 7.88889 2.88889 9.11111 7 9 2 4 8 10
 46 57 0 35 10.4857 5.48571 8.57143 9 12 3 8 7 10
 47 10 0 45 3.53333 5.08889 9.91111 2 6 1 7 8 11
 48 27 0 102 0.960784 4.17647 11.8627 18 3 1 7 8 16
 49 66 0 283 3.0636 10.629 11.2367 17 8 7 15 8 15
 50 13 0 28 8.71429 2.10714 10.6786 7 10 1 4 9 12
 52 73 0 58 9.05172 7.01724 10.9828 7 12 5 9 9 13
 53 48 0 3 9.66667 7.66667 10 9 10 7 8 9 11
 56 2 0 23 12.8696 19.913 18.6522 11 14 18 1 17 0
 57 34 0 25 15.04 1.32 1.32 13 17 0 3 0 3
 58 21 0 31 16.129 0.322581 18.1613 15 18 19 2 17 0
 59 48 0 12 17.25 0.916667 0.75 16 18 0 2 0 2
 62 79 0 51 14.1373 2.94118 16.4902 12 16 1 5 14 0
 65 84 0 49 15.7347 4.81633 18.6327 14 18 3 7 16 1
 66 74 0 2 15.5 3.5 0.5 15 16 3 4 0 1
 68 27 0 8 12.5 4.75 18.875 12 13 4 6 18 0
 69 40 0 70 13.4857 7.15714 1.58571 11 17 4 10 19 4
 70 11 0 54 13.4074 4.85185 3.37037 11 16 3 7 0 6
 71 89 0 22 17.2727 7.45455 0.727273 16 18 6 9 19 2
 72 88 0 8 10.375 8.25 0.375 10 11 7 9 0 1
 74 3 0 77 15.6883 9.77922 18.8831 12 19 8 12 16 2
 75 71 0 79 12.6582 17.0759 1.20253 10 15 14 0 0 3
 77 64 0 12 16 5.75 1.83333 15 17 5 7 1 3
 79 5 0 62 11.129 10.9355 2.22581 8 13 8 14 0 4
 80 42 0 9 16.5556 0.555556 3 16 18 0 2 2 4
 83 2 0 114 15.5614 12.4474 0.798246 12 19 9 15 18 3
 85 80 0 23 15.913 2.30435 4.73913 14 19 1 3 3 6
 86 88 0 55 15.1455 4.98182 5.56364 12 18 3 7 3 8
 87 29 0 47 17.2553 9.25532 6.17021 14 19 7 11 3 8
 88 52 0 64 13.6719 18.1406 4.20312 8 17 16 0 2 6
 90 86 0 1 12 4 4 12 12 4 4 4 4
 91 21 0 19 16.5789 10.2105 4.31579 16 18 8 13 3 5
 93 10 0 83 14.2651 11.9518 5.68675 12 16 8 15 3 9
 94 39 0 23 12.913 1.3913 6.6087 12 14 0 3 5 8
 95 15 0 12 17.8333 4.16667 6.08333 17 19 3 5 5 7
 96 80 0 15 12.4 8.13333 7.26667 11 13 7 9 5 9
 97 68 0 19 15.1053 7.36842 7.15789 14 17 6 8 5 9
 98 66 0 3 12 3.66667 6.33333 12 12 3 4 6 7
 102 73 0 15 15.1333 0.333333 8 14 17 19 1 7 9
 104 59 0 33 15.2727 2.60606 8.39394 14 17 1 4 7 10
 106 84 0 29 17.9655 6.17241 8.58621 17 19 5 7 7 11
 109 34 0 53 12.6226 0.358491 10.9245 11 14 18 3 8 13
 110 92 0 24 12.2083 3.25 9.25 11 14 2 5 8 11
 111 24 0 50 14.3 6.54 9.66 12 17 5 9 8 12
 113 91 0 117 15.4274 9.4188 10.3419 12 19 6 12 7 14
 114 64 0 1 19 9 8 19 19 9 9 8 8
 116 98 0 85 16.6 19.4235 11.7059 14 19 17 2 9 15
 117 35 0 6 10.3333 1.33333 10 10 11 0 2 9 11
 121 13 0 11 6.63636 10.8182 0.909091 6 8 10 12 0 2
 123 15 0 105 8.94286 12.6286 17.3524 7 11 9 16 13 1
 124 36 0 38 19.0789 12.0526 18.4474 17 1 10 14 17 0
 125 97 0 21 2.28571 12.9524 2.04762 1 3 12 14 0 4
 126 69 0 122 3.37705 14.7459 18.877 0 7 12 18 16 2
 127 4 0 53 6.01887 14.2642 2.18868 4 8 12 17 0 4
 129 10 0 86 0.581395 15.8372 3.15116 18 3 13 18 0 7
 134 61 0 43 19.7907 12.2558 2.69767 18 2 10 14 1 5
 136 95 0 44 9.13636 14.7955 3.31818 7 11 13 17 1 5
 138 7 0 25 18.16 15.2 1.16 17 0 13 17 0 3
 139 57 0 17 3.94118 17.5294 3.70588 3 5 17 19 2 5
 144 9 0 20 3.65 15.15 4.15 2 5 14 16 3 5
 145 30 0 82 7.12195 15.9024 6.14634 5 10 14 19 3 9
 149 44 0 1 0 15 4 0 0 15 15 4 4
 152 93 0 32 0.125 12.0625 6.5625 19 2 10 14 5 8
 154 11 0 44 7.34091 13.3636 8.93182 5 10 11 17 6 12
 155 49 0 3 6.33333 13 6.66667 6 7 13 13 6 7
 156 77 0 68 2.67647 14.3088 8.70588 0 5 12 16 6 11
 157 46 0 16 3.0625 15.9375 6.625 2 4 15 17 6 8
 161 13 0 5 1.4 17 8.2 1 2 17 17 7 9
 162 60 0 60 3.86667 17.45 9.41667 1 6 16 19 7 12
 165 93 0 82 10.122 13.7195 9.28049 8 12 11 16 6 12
 166 76 0 1 8 14 8 8 8 14 14 8 8
 167 15 0 32 18.3125 13.4062 8.8125 17 0 11 16 7 10
 168 89 0 69 19.1739 17.2464 12.4928 17 1 14 0 9 16
 178 9 0 58 11.0517 16.7241 17.7586 7 13 15 19 16 0
 179 16 0 27 16.8519 17.4444 0.037037 15 19 16 19 19 2
 186 14 0 19 17.2105 17.9474 2.47368 16 18 17 19 1 4
 188 86 0 54 14.3148 14.6481 3.55556 12 17 13 16 2 5
 196 51 0 2 18.5 11.5 4 18 19 11 12 4 4
 197 6 0 46 16.6957 12.3261 7.43478 14 18 11 14 4 11
 198 49 0 25 17.96 16 6.16 16 19 15 17 4 8
 201 22 0 13 11.8462 11.3077 6.30769 11 13 10 13 5 7
 203 15 0 39 12.8974 17.4103 6.53846 11 15 15 19 5 8
 206 40 0 6 12 15.6667 6.5 11 13 15 17 6 7
 212 17 0 1 14 15 7 14 14 15 15 7 7
 213 53 0 30 15.3 17.4333 8.13333 14 17 15 19 7 10
 214 4 0 3 17.3333 15.3333 8 17 18 15 16 7 9
 219 22 0 1 16 11 8 16 16 11 11 8 8
 220 43 0 26 12.8077 13.6538 9.92308 11 14 11 15 8 12
 221 33 0 38 15.5789 15.5 9.63158 14 17 14 18 8 11
 222 29 0 13 12.6923 17 9.30769 11 14 16 18 8 10
 234 21 0 25 6.4 3.88 11.16 5 8 2 5 10 13
 240 30 0 5 3.2 0.4 11.4 3 4 0 1 11 12
 241 33 0 66 5.54545 1.27273 12.8939 3 8 19 4 11 16
 242 3 0 21 19.1429 1.38095 11.9048 18 1 0 3 11 13
 244 20 0 101 3.33663 6.74257 15.1485 1 7 4 10 11 18
 245 69 0 79 6.34177 7.94937 14.5949 3 9 5 11 11 18
 246 44 0 17 8.11765 8.35294 12.7647 7 9 7 10 11 14
 248 27 0 77 11.0779 1.62338 13.2727 9 14 18 6 11 16
 249 6 0 29 10.2069 5.10345 13.9655 9 12 4 6 12 16
 250 13 0 1 0 5 12 0 0 5 5 12 12
 251 32 0 12 19.6667 6.58333 13.1667 19 1 6 8 12 14
 252 16 0 79 7.41772 2.86076 15.3038 6 9 0 6 13 18
 253 34 0 33 18.6667 9.84848 13.9697 17 1 8 13 13 15
 254 63 0 77 10.7922 0.25974 15.5065 8 14 18 3 14 18
 256 85 0 16 9.0625 10.1875 14.0625 8 10 9 11 13 15
 258 86 0 59 4.83051 17.3898 14.4746 3 7 15 0 12 17
 259 42 0 43 19.5581 3.69767 16.6977 17 2 2 6 15 18
 260 59 0 51 19.5294 7.35294 16.6667 17 2 5 9 15 18
 261 11 0 22 10.3636 8.63636 15.9091 9 12 7 10 15 17
 262 76 0 46 0.5 10.5652 16.3261 18 3 9 13 14 18
 263 88 0 49 5.67347 11.0408 17.5714 3 8 9 13 15 19
 264 99 0 1 3 5 16 3 3 5 5 16 16
 265 36 0 27 6.55556 6.62963 17.8148 5 8 4 8 16 19
 267 46 0 21 18.8571 19.8095 17.9524 18 0 18 1 17 19
 268 39 0 11 8.72727 19.3636 17.9091 8 10 18 0 17 19
 270 99 0 4 3.75 7.25 17.75 3 4 7 8 17 18
 273 92 0 16 10.4375 3.5625 16.625 9 11 2 5 15 18
 286 9 0 3 13.6667 19.6667 10 13 14 19 0 10 10
 292 45 0 45 14.7333 3.75556 11.6667 13 16 1 6 10 13
 294 86 0 25 12.24 5.48 11.76 11 14 4 7 10 13
 305 53 0 7 17.2857 3.85714 11.8571 17 18 3 5 11 13
 307 62 0 80 12.4 11 13.05 10 15 8 13 11 16
 308 20 0 2 15.5 1 12 15 16 1 1 12 12
 311 78 0 18 13.7222 8.22222 13.7222 13 15 7 10 12 15
 312 10 0 5 15.8 2.4 13.6 15 16 2 3 13 14
 313 30 0 19 17.8421 3.68421 14.1053 16 19 2 5 13 16
 314 52 0 30 16.5667 6.46667 14 15 18 5 8 13 15
 315 98 0 14 11.0714 7.64286 13.9286 10 12 7 9 13 15
 318 69 0 27 17.4444 1.22222 15.1111 16 19 0 3 14 16
 321 28 0 72 13.0556 7.11111 16.8056 11 15 5 9 14 19
 323 80 0 99 13.0606 12.202 16.7677 10 16 9 16 14 19
 324 48 0 17 14.0588 19.7059 16 13 15 18 1 15 17
 329 58 0 2 16.5 2.5 16 16 17 2 3 16 16
 331 45 0 12 16.5 7.25 16.6667 16 17 6 8 16 18
 347 47 0 14 9.21429 10.5714 10.9286 8 11 10 12 10 12
 351 86 0 1 8 14 10 8 8 14 14 10 10
 356 53 0 4 2.75 10.75 12.25 2 4 10 11 11 13
 357 86 0 1 5 12 11 5 5 12 12 11 11
 358 100 0 26 18.3077 12.7692 11.8077 17 0 11 14 10 14
 359 25 0 24 6.83333 17.0417 12.375 5 8 15 18 11 14
 362 86 0 11 8.09091 13.2727 12.2727 7 9 11 15 12 13
 363 41 0 6 0.5 13.5 12.5 0 1 13 14 12 13
 364 90 0 47 3 13.4894 14.5745 1 5 11 16 12 17
 365 72 0 21 6.95238 15.1429 14.0952 5 8 13 17 12 16
 366 70 0 1 1 16 12 1 1 16 16 12 12
 368 41 0 20 9.55 16 13 8 11 15 17 12 15
 374 99 0 27 1.14815 14.6667 14.7037 0 3 13 16 13 16
 377 28 0 19 5.73684 14.1053 15.4737 5 7 13 15 14 17
 378 3 0 68 18.9706 16.1618 16.9853 17 1 14 18 14 19
 379 33 0 1 0 18 14 0 0 18 18 14 14
 382 65 0 16 8.0625 17.5625 16.0625 7 9 16 19 15 17
 414 12 0 19 15.2632 13.4737 12 14 17 12 15 11 14
 415 15 0 2 13 14 11.5 13 13 14 14 11 12
 416 37 0 25 13.24 17.04 11.84 12 15 15 18 11 13
 417 90 0 30 16.4667 15.6 13.0333 15 18 14 17 11 14
 420 57 0 72 12.3333 15.5417 14.25 10 15 13 18 12 16
 422 57 0 11 16.9091 11.5455 13.9091 16 18 11 12 13 15
 423 48 0 57 16.8246 14.0877 15.5439 15 19 12 16 13 18
 432 54 0 19 16.3684 18 15.7368 15 18 17 19 15 17
 435 17 0 4 15.25 12 16.25 15 16 11 13 16 17
 439 97 0 21 14.8095 17.0476 18 14 16 16 18 17 19



--------------------------------------------------
Time = 3.691011 
ncluster = 173 
<N> = 46.2428 
<R> = 3.23219 
id ivalue dvalue size cx cy cz xlo xhi ylo yhi zlo zhi 
 1 35 0 87 1.04598 18.908 19.6092 18 4 17 1 17 3
 2 28 0 53 4.15094 19.9434 1.71698 2 6 17 3 0 3
 3 61 0 176 5.17045 18.142 16.9261 0 11 13 1 12 2
 4 42 0 58 9.74138 19.8966 0.706897 8 12 18 2 19 3
 5 10 0 21 1.38095 1.95238 0.0952381 0 3 1 3 19 1
 6 64 0 111 4.10811 1.88288 17.7748 0 8 0 4 15 1
 7 80 0 49 18.8163 4.22449 19.3469 17 1 2 7 18 1
 8 8 0 23 3.04348 3.91304 18.5217 2 5 2 5 17 0
 9 47 0 164 8.59756 6.12195 1.20732 5 12 2 9 16 7
 10 33 0 154 4.05195 5.64286 2.40909 0 8 1 9 19 5
 11 78 0 30 4.6 5.93333 19.3333 3 6 4 7 18 1
 12 36 0 23 6.73913 6.91304 18.1739 5 8 5 8 16 0
 13 86 0 4 19.75 7.5 0.25 19 0 7 8 0 1
 14 58 0 32 1.71875 9.21875 19.375 0 4 7 11 18 1
 15 83 0 70 4.35714 10.5143 1.24286 2 6 8 13 18 4
 16 48 0 35 7.57143 9 0.657143 6 10 7 11 19 2
 17 86 0 136 19.1618 1.52206 4.17647 16 4 18 5 1 8
 18 72 0 8 8.875 3.625 2 8 10 3 5 1 3
 19 36 0 89 19.7978 6.73034 3.97753 17 5 5 9 1 7
 20 27 0 23 0.521739 9.82609 1.91304 19 2 8 11 1 3
 21 90 0 36 7.72222 19.9722 3.30556 6 10 17 2 2 5
 22 83 0 232 11.1207 2.46121 3.79741 7 15 18 6 18 8
 23 99 0 41 3.09756 0.731707 5.53659 1 5 19 2 3 8
 24 36 0 50 1.02 18.38 5.28 19 3 16 2 3 7
 25 39 0 42 6.04762 19.2381 5.7381 4 8 18 1 4 8
 26 74 0 31 5.90323 2.25806 6.32258 4 7 1 4 4 8
 27 79 0 38 2.76316 4.63158 5.65789 1 5 3 7 4 7
 28 3 0 36 0.944444 8.80556 5.94444 19 3 7 10 4 7
 29 44 0 89 19.0787 2.98876 8.49438 17 2 1 5 5 12
 30 47 0 2 8 3 5.5 8 8 3 3 5 6
 31 50 0 76 6.31579 5.98684 7.92105 4 9 3 9 5 10
 32 60 0 58 3.51724 11.1379 5.56897 1 6 9 14 3 8
 33 40 0 18 19.8889 5.72222 6.94444 17 1 4 7 6 8
 34 8 0 41 10.9268 7.73171 5.29268 9 13 6 10 3 7
 35 94 0 63 7.06349 11.0476 5.36508 5 9 9 13 3 8
 36 94 0 75 0.453333 19.24 8.93333 18 3 16 2 7 12
 37 48 0 120 8.91667 18.1417 9.39167 6 12 16 1 7 12
 38 43 0 52 4.40385 1.82692 9.30769 3 6 0 4 7 11
 39 65 0 53 9.75472 9.73585 8.16981 8 11 8 12 6 11
 40 13 0 34 8.55882 2.41176 10.2647 7 10 1 4 8 12
 41 27 0 128 0.875 4.125 11.8359 17 4 1 7 8 15
 42 10 0 34 3.76471 5.73529 9.61765 2 6 3 7 8 11
 43 57 0 31 10.6452 5.51613 8.41935 9 12 4 7 7 10
 44 66 0 328 3.13415 10.6159 11.1159 18 8 7 15 7 15
 45 73 0 67 9.16418 7.04478 11.0746 7 12 5 9 9 14
 47 2 0 22 12.9091 19.9545 18.6364 11 14 19 1 17 0
 48 71 0 85 12.8 17.1882 1.12941 10 16 14 1 0 3
 49 21 0 32 16.125 0.34375 18.3125 15 18 19 2 17 0
 52 34 0 19 15.6316 1.26316 1.52632 15 17 0 3 0 3
 53 48 0 12 17.4167 1.08333 0.833333 17 18 0 2 0 2
 56 84 0 58 15.8276 5.10345 18.2931 13 17 3 7 16 1
 57 40 0 76 13.4737 7.22368 1.5 11 16 4 10 19 4
 58 89 0 21 17.381 7.14286 0.47619 16 19 5 9 19 2
 61 3 0 86 15.8721 9.67442 18.7326 12 19 8 12 16 1
 63 88 0 80 15.625 4.875 5.2125 13 18 3 8 1 8
 65 5 0 68 11.1176 11 2.10294 9 13 8 14 0 4
 67 11 0 41 13.3415 5.07317 3.68293 12 15 3 8 2 6
 69 64 0 4 15.75 6 2.5 15 16 5 7 2 3
 70 2 0 122 15.7459 12.3607 0.868852 12 19 9 15 18 4
 71 14 0 19 17.3158 18.2632 2.42105 16 18 17 0 1 4
 72 80 0 17 15.4706 2.11765 4.70588 14 16 1 3 3 6
 74 52 0 44 15.2273 18.1591 4.36364 13 17 17 0 3 6
 75 86 0 1 12 4 4 12 12 4 4 4 4
 76 21 0 8 17 9.625 4.25 16 18 8 11 4 5
 77 45 0 17 9.82353 10.5882 4.58824 9 11 9 12 3 6
 78 10 0 101 14.1683 11.9307 5.73267 12 16 8 15 3 8
 79 29 0 47 17.2979 9.25532 6.46809 15 19 7 11 3 8
 82 15 0 1 18 4 5 18 18 4 4 5 5
 83 39 0 21 13 1.42857 6.85714 11 15 0 3 6 8
 85 8 0 1 12 4 6 12 12 4 4 6 6
 87 84 0 19 17.8947 5.94737 8.36842 17 19 4 7 6 10
 88 80 0 9 12.6667 8 7 12 13 7 9 6 8
 89 68 0 9 14.7778 7.44444 7 14 16 7 8 6 8
 91 77 0 12 11 19.9167 7.91667 10 12 19 1 7 10
 92 73 0 9 15.1111 0 8 14 16 19 1 7 9
 93 59 0 34 15.1765 2.38235 8.38235 13 17 1 4 7 10
 97 34 0 62 12.371 0.516129 10.8387 10 14 18 2 8 13
 99 92 0 21 12.2381 3.52381 9.33333 11 14 2 5 8 11
 100 24 0 52 14.1731 6.51923 9.61538 12 16 5 8 8 12
 101 91 0 146 15.3836 9.4726 10.2945 11 19 6 12 7 14
 103 98 0 97 16.433 19.4124 11.8454 14 19 17 2 9 15
 107 15 0 123 8.86992 12.5203 17.2927 6 11 9 16 13 1
 109 36 0 40 19.075 12.025 18.5 17 1 10 14 17 0
 110 97 0 16 2.3125 12.8125 2.125 1 3 12 14 0 4
 111 69 0 138 3.36957 14.6377 18.7754 0 7 11 18 16 1
 112 4 0 57 6.12281 14.4211 2.15789 4 8 12 17 0 4
 114 10 0 98 0.5 15.7041 3.38776 18 3 13 18 0 7
 119 61 0 44 19.6591 12.4318 2.68182 18 2 11 14 0 4
 120 95 0 46 9.41304 14.6087 3.3913 8 11 13 17 1 5
 122 13 0 2 7.5 11 2 7 8 11 11 2 2
 123 7 0 21 18.1905 15.1905 1.04762 17 0 14 16 0 2
 128 9 0 19 3.68421 15.1053 4.21053 2 5 14 16 3 5
 129 57 0 12 3.91667 17.6667 3.91667 3 5 17 19 3 5
 130 52 0 13 9.84615 17.8462 3.76923 9 11 17 19 3 5
 133 30 0 93 6.97849 15.6667 6.19355 4 10 13 19 4 9
 135 93 0 31 0.129032 12.129 6.45161 19 2 11 14 5 8
 137 11 0 26 7.07692 13.5385 9.11538 5 10 12 16 6 11
 138 77 0 75 2.61333 14.5467 8.64 0 6 12 17 6 11
 139 46 0 11 3 16.0909 6.45455 2 4 15 17 6 7
 143 93 0 100 10.08 13.75 9.29 8 12 11 16 6 12
 145 60 0 57 3.91228 17.5965 9.52632 2 6 16 0 7 12
 147 15 0 36 18.2222 13.8889 8.69444 17 0 12 16 7 10
 148 89 0 71 19.2958 17.0704 12.493 17 1 14 0 9 16
 158 16 0 28 16.8571 17.5714 19.9643 15 19 16 19 19 1
 166 86 0 60 14.5833 14.7 3.61667 12 17 13 16 2 5
 174 42 0 14 11.0714 16.5714 4.92857 10 12 16 18 4 6
 177 6 0 35 17.0571 12.3143 7.2 15 18 11 14 5 10
 179 15 0 43 12.7209 17.4651 6.74419 11 14 16 19 5 9
 180 49 0 14 17.8571 16.2143 6.14286 17 19 15 17 5 8
 183 22 0 4 11.75 11.5 6.25 11 12 11 12 6 7
 186 53 0 33 15.303 17.5152 7.9697 13 17 15 0 6 10
 196 43 0 19 13.1579 13.7895 9.84211 12 14 12 15 8 11
 197 33 0 43 15.4884 15.6512 9.60465 13 17 14 17 8 11
 198 29 0 4 12.5 16.75 9.75 12 13 16 17 9 10
 208 21 0 23 6.52174 3.95652 11.2174 5 8 3 5 10 13
 213 33 0 65 5.69231 1.18462 12.8769 3 8 19 4 11 15
 214 3 0 14 19.2857 1 11.9286 18 1 0 2 11 13
 215 69 0 81 6.58025 8.04938 14.4815 4 9 5 11 11 18
 216 47 0 11 8.72727 10.3636 11.3636 8 10 9 11 11 12
 218 27 0 78 10.9744 1.88462 13.3462 9 14 18 6 11 15
 219 44 0 1 0 5 12 0 0 5 5 12 12
 220 20 0 112 3.3125 6.63393 15.2232 0 7 4 10 12 18
 221 16 0 82 7.40244 2.82927 15.3415 6 9 0 6 13 18
 222 6 0 21 9.95238 5.28571 14.3333 9 11 4 6 13 16
 223 44 0 1 8 9 13 8 8 9 9 13 13
 224 63 0 89 11.0337 0.11236 15.6854 8 14 18 2 14 18
 225 32 0 2 19.5 6.5 13.5 19 0 6 7 13 14
 226 44 0 1 8 7 14 8 8 7 7 14 14
 227 34 0 29 18.2414 9.41379 13.9655 17 0 7 12 13 15
 228 85 0 13 8.92308 10.1538 13.8462 8 10 9 11 13 15
 231 59 0 54 19.6111 7.27778 16.7407 18 2 6 9 14 19
 232 11 0 19 9.94737 8.57895 16.1053 9 11 7 10 15 17
 233 76 0 47 0.446809 10.5745 16.1915 18 3 9 12 14 18
 234 42 0 42 19.5 3.66667 16.6905 17 2 2 5 15 18
 237 46 0 21 18.8571 0 17.7143 18 0 19 1 16 19
 239 99 0 1 4 7 17 4 4 7 7 17 17
 240 60 0 11 9.18182 8.45455 18.2727 8 10 8 9 17 19
 241 88 0 43 5.76744 11.0465 17.5581 4 8 9 13 16 19
 244 92 0 10 10.3 3.5 16.5 9 11 3 4 15 18
 261 45 0 47 14.8936 3.70213 11.6809 13 17 2 6 10 14
 272 86 0 29 12.3448 5.62069 12.3448 11 14 4 7 11 14
