     0.000,     0.000,    23.995,     0.000,     0.000
   300.000,     0.000,    23.995,   300.000,     0.000
   300.000,   300.000,    23.995,   600.000,     0.000
     0.000,   300.000,    23.995,   900.000,     0.000
     0.000,     1.154,    23.995,  1198.846,     2.000
     6.892,     9.415,    23.995,  1198.846,     0.000
     9.369,     6.892,    23.995,  1202.382,     2.000
    21.877,     6.892,    23.995,  1202.382,     0.000
    16.892,    11.554,    23.995,  1209.207,     0.000
     6.892,    22.123,    23.995,  1223.757,     2.000
     6.892,    35.615,    23.995,  1223.757,     0.000
    14.908,    26.031,    23.995,  1236.251,     0.000
    20.846,    19.769,    23.995,  1244.881,     0.000
    27.077,    13.800,    23.995,  1253.510,     0.000
    35.123,     6.892,    23.995,  1264.114,     2.000
    49.277,     6.892,    23.995,  1264.114,     0.000
    42.169,    12.246,    23.995,  1273.013,     0.000
    35.538,    17.785,    23.995,  1281.652,     0.000
    29.200,    23.646,    23.995,  1290.285,     0.000
    23.169,    29.815,    23.995,  1298.913,     0.000
    17.431,    36.262,    23.995,  1307.543,     0.000
    12.031,    43.000,    23.995,  1316.178,     0.000
     6.892,    50.108,    23.995,  1324.949,     2.000
     6.892,    66.415,    23.995,  1324.949,     0.000
    13.600,    55.585,    23.995,  1337.689,     0.000
    18.631,    48.569,    23.995,  1346.321,     0.000
    24.031,    41.831,    23.995,  1354.956,     0.000
    29.769,    35.385,    23.995,  1363.587,     0.000
    35.831,    29.246,    23.995,  1372.214,     0.000
    42.200,    23.431,    23.995,  1380.838,     0.000
    48.877,    17.954,    23.995,  1389.474,     0.000
    55.815,    12.831,    23.995,  1398.099,     0.000
    65.015,     6.892,    23.995,  1409.049,     2.000
    83.077,     6.892,    23.995,  1409.049,     0.000
    75.231,    10.908,    23.995,  1417.863,     0.000
    67.785,    15.262,    23.995,  1426.489,     0.000
    60.585,    20.015,    23.995,  1435.117,     0.000
    53.662,    25.169,    23.995,  1443.747,     0.000
    47.015,    30.677,    23.995,  1452.379,     0.000
    40.692,    36.554,    23.995,  1461.012,     0.000
    34.692,    42.769,    23.995,  1469.651,     0.000
    29.046,    49.292,    23.995,  1478.278,     0.000
    23.769,    56.123,    23.995,  1486.909,     0.000
    18.877,    63.231,    23.995,  1495.538,     0.000
    14.385,    70.585,    23.995,  1504.156,     0.000
    10.292,    78.185,    23.995,  1512.787,     0.000
     6.892,    85.431,    23.995,  1520.791,     2.000
     6.892,   111.754,    23.995,  1520.791,     0.000
     8.938,   104.477,    23.995,  1528.351,     0.000
    11.754,    96.323,    23.995,  1536.977,     0.000
    15.031,    88.338,    23.995,  1545.608,     0.000
    18.769,    80.554,    23.995,  1554.243,     0.000
    22.954,    73.015,    23.995,  1562.865,     0.000
    27.569,    65.723,    23.995,  1571.496,     0.000
    32.615,    58.708,    23.995,  1580.137,     0.000
    38.046,    52.000,    23.995,  1588.768,     0.000
    43.862,    45.615,    23.995,  1597.404,     0.000
    50.031,    39.585,    23.995,  1606.031,     0.000
    56.538,    33.923,    23.995,  1614.657,     0.000
    63.369,    28.646,    23.995,  1623.289,     0.000
    70.492,    23.769,    23.995,  1631.921,     0.000
    77.877,    19.308,    23.995,  1640.549,     0.000
    85.523,    15.292,    23.995,  1649.185,     0.000
    93.369,    11.723,    23.995,  1657.805,     0.000
   101.431,     8.600,    23.995,  1666.451,     0.000
   106.754,     6.892,    23.995,  1672.041,     2.000
   196.108,     6.892,    23.995,  1672.041,     0.000
   202.954,     9.169,    23.995,  1679.256,     0.000
   210.969,    12.369,    23.995,  1687.886,     0.000
   218.800,    16.015,    23.995,  1696.524,     0.000
   226.400,    20.108,    23.995,  1705.156,     0.000
   233.754,    24.631,    23.995,  1713.789,     0.000
   240.831,    29.569,    23.995,  1722.419,     0.000
   247.615,    34.892,    23.995,  1731.043,     0.000
   254.092,    40.600,    23.995,  1739.676,     0.000
   260.231,    46.677,    23.995,  1748.313,     0.000
   266.000,    53.092,    23.995,  1756.941,     0.000
   271.415,    59.815,    23.995,  1765.574,     0.000
   276.415,    66.846,    23.995,  1774.202,     0.000
   281.015,    74.138,    23.995,  1782.823,     0.000
   285.200,    81.692,    23.995,  1791.459,     0.000
   288.938,    89.477,    23.995,  1800.095,     0.000
   293.108,    99.969,    23.995,  1811.385,     2.000
   293.108,    78.338,    23.995,  1811.385,     0.000
   286.938,    67.246,    23.995,  1824.078,     0.000
   282.215,    60.031,    23.995,  1832.701,     0.000
   277.108,    53.062,    23.995,  1841.342,     0.000
   271.631,    46.400,    23.995,  1849.966,     0.000
   265.815,    40.031,    23.995,  1858.590,     0.000
   259.646,    33.985,    23.995,  1867.229,     0.000
   253.169,    28.277,    23.995,  1875.861,     0.000
   246.385,    22.938,    23.995,  1884.495,     0.000
   239.323,    17.969,    23.995,  1893.129,     0.000
   232.015,    13.400,    23.995,  1901.748,     0.000
   219.646,     6.892,    23.995,  1915.725,     2.000
   237.862,     6.892,    23.995,  1915.725,     0.000
   249.969,    14.862,    23.995,  1930.220,     0.000
   256.815,    20.123,    23.995,  1938.854,     0.000
   263.385,    25.723,    23.995,  1947.486,     0.000
   269.662,    31.646,    23.995,  1956.117,     0.000
   275.631,    37.892,    23.995,  1964.756,     0.000
   281.262,    44.431,    23.995,  1973.385,     0.000
