     0.000,     0.000,    10.385,     0.000,     0.000
   300.000,     0.000,    10.385,   300.000,     0.000
   300.000,   300.000,    10.385,   600.000,     0.000
     0.000,   300.000,    10.385,   900.000,     0.000
     0.000,     1.154,    10.385,  1198.846,     2.000
     6.892,     9.415,    10.385,  1198.846,     0.000
     9.369,     6.892,    10.385,  1202.382,     2.000
    21.877,     6.892,    10.385,  1202.382,     0.000
    16.892,    11.554,    10.385,  1209.207,     0.000
     6.892,    22.123,    10.385,  1223.757,     2.000
     6.892,    35.615,    10.385,  1223.757,     0.000
    14.908,    26.031,    10.385,  1236.251,     0.000
    20.846,    19.769,    10.385,  1244.881,     0.000
    27.077,    13.800,    10.385,  1253.510,     0.000
    35.123,     6.892,    10.385,  1264.114,     2.000
    49.277,     6.892,    10.385,  1264.114,     0.000
    42.169,    12.246,    10.385,  1273.013,     0.000
    35.538,    17.785,    10.385,  1281.652,     0.000
    29.200,    23.646,    10.385,  1290.285,     0.000
    23.169,    29.815,    10.385,  1298.913,     0.000
    17.431,    36.262,    10.385,  1307.543,     0.000
    12.031,    43.000,    10.385,  1316.178,     0.000
     6.892,    50.108,    10.385,  1324.949,     2.000
     6.892,    66.415,    10.385,  1324.949,     0.000
    13.600,    55.585,    10.385,  1337.689,     0.000
    18.631,    48.569,    10.385,  1346.321,     0.000
    24.031,    41.831,    10.385,  1354.956,     0.000
    29.769,    35.385,    10.385,  1363.587,     0.000
    35.831,    29.246,    10.385,  1372.214,     0.000
    42.200,    23.431,    10.385,  1380.838,     0.000
    48.877,    17.954,    10.385,  1389.474,     0.000
    55.815,    12.831,    10.385,  1398.099,     0.000
    65.015,     6.892,    10.385,  1409.049,     2.000
    83.077,     6.892,    10.385,  1409.049,     0.000
    75.231,    10.908,    10.385,  1417.863,     0.000
    67.785,    15.262,    10.385,  1426.489,     0.000
    60.585,    20.015,    10.385,  1435.117,     0.000
    53.662,    25.169,    10.385,  1443.747,     0.000
    47.015,    30.677,    10.385,  1452.379,     0.000
    40.692,    36.554,    10.385,  1461.012,     0.000
    34.692,    42.769,    10.385,  1469.651,     0.000
    29.046,    49.292,    10.385,  1478.278,     0.000
    23.769,    56.123,    10.385,  1486.909,     0.000
    18.877,    63.231,    10.385,  1495.538,     0.000
    14.385,    70.585,    10.385,  1504.156,     0.000
    10.292,    78.185,    10.385,  1512.787,     0.000
     6.892,    85.431,    10.385,  1520.791,     2.000
     6.892,   111.754,    10.385,  1520.791,     0.000
     8.938,   104.477,    10.385,  1528.351,     0.000
    11.754,    96.323,    10.385,  1536.977,     0.000
    15.031,    88.338,    10.385,  1545.608,     0.000
    18.769,    80.554,    10.385,  1554.243,     0.000
    22.954,    73.015,    10.385,  1562.865,     0.000
    27.569,    65.723,    10.385,  1571.496,     0.000
    32.615,    58.708,    10.385,  1580.137,     0.000
    38.046,    52.000,    10.385,  1588.768,     0.000
    43.862,    45.615,    10.385,  1597.404,     0.000
    50.031,    39.585,    10.385,  1606.031,     0.000
    56.538,    33.923,    10.385,  1614.657,     0.000
    63.369,    28.646,    10.385,  1623.289,     0.000
    70.492,    23.769,    10.385,  1631.921,     0.000
    77.877,    19.308,    10.385,  1640.549,     0.000
    85.523,    15.292,    10.385,  1649.185,     0.000
    93.369,    11.723,    10.385,  1657.805,     0.000
   101.431,     8.600,    10.385,  1666.451,     0.000
   106.754,     6.892,    10.385,  1672.041,     2.000
   196.108,     6.892,    10.385,  1672.041,     0.000
   202.954,     9.169,    10.385,  1679.256,     0.000
   210.969,    12.369,    10.385,  1687.886,     0.000
   218.800,    16.015,    10.385,  1696.524,     0.000
   226.400,    20.108,    10.385,  1705.156,     0.000
   233.754,    24.631,    10.385,  1713.789,     0.000
   240.831,    29.569,    10.385,  1722.419,     0.000
   247.615,    34.892,    10.385,  1731.043,     0.000
   254.092,    40.600,    10.385,  1739.676,     0.000
   260.231,    46.677,    10.385,  1748.313,     0.000
   266.000,    53.092,    10.385,  1756.941,     0.000
   271.415,    59.815,    10.385,  1765.574,     0.000
   276.415,    66.846,    10.385,  1774.202,     0.000
   281.015,    74.138,    10.385,  1782.823,     0.000
   285.200,    81.692,    10.385,  1791.459,     0.000
   288.938,    89.477,    10.385,  1800.095,     0.000
   293.108,    99.969,    10.385,  1811.385,     2.000
   293.108,    78.338,    10.385,  1811.385,     0.000
   286.938,    67.246,    10.385,  1824.078,     0.000
   282.215,    60.031,    10.385,  1832.701,     0.000
   277.108,    53.062,    10.385,  1841.342,     0.000
   271.631,    46.400,    10.385,  1849.966,     0.000
   265.815,    40.031,    10.385,  1858.590,     0.000
   259.646,    33.985,    10.385,  1867.229,     0.000
   253.169,    28.277,    10.385,  1875.861,     0.000
   246.385,    22.938,    10.385,  1884.495,     0.000
   239.323,    17.969,    10.385,  1893.129,     0.000
   232.015,    13.400,    10.385,  1901.748,     0.000
   219.646,     6.892,    10.385,  1915.725,     2.000
   237.862,     6.892,    10.385,  1915.725,     0.000
   249.969,    14.862,    10.385,  1930.220,     0.000
   256.815,    20.123,    10.385,  1938.854,     0.000
   263.385,    25.723,    10.385,  1947.486,     0.000
   269.662,    31.646,    10.385,  1956.117,     0.000
   275.631,    37.892,    10.385,  1964.756,     0.000
   281.262,    44.431,    10.385,  1973.385,     0.000
   286.554,    51.246,    10.385,  1982.014,     0.000
   293.108,    60.938,    10.385,  1993.714,     2.000
   293.108,    45.662,    10.385,  1993.714,     0.000
   283.723,    34.000,    10.385,  2008.683,     0.000
   277.862,    27.662,    10.385,  2017.316,     0.000
   271.692,    21.615,    10.385,  2025.954,     0.000
   265.246,    15.892,    10.385,  2034.574,     0.000
   253.600,     6.892,    10.385,  2049.293,     2.000
   267.831,     6.892,    10.385,  2049.293,     0.000
   278.200,    15.877,    10.385,  2063.013,     0.000
   284.338,    21.938,    10.385,  2071.640,     0.000
   293.108,    31.754,    10.385,  2084.802,     2.000
   293.108,    18.708,    10.385,  2084.802,     0.000
   289.108,    14.477,    10.385,  2090.624,     0.000
   281.123,     6.892,    10.385,  2101.637,     2.000
   293.108,   141.692,    10.385,  2101.637,     0.000
   292.662,   135.892,    10.385,  2107.454,     0.000
   291.462,   127.338,    10.385,  2116.092,     0.000
   289.769,   118.877,    10.385,  2124.721,     0.000
   287.554,   110.538,    10.385,  2133.349,     0.000
   284.846,   102.338,    10.385,  2141.984,     0.000
   281.646,    94.323,    10.385,  2150.615,     0.000
   277.969,    86.523,    10.385,  2159.238,     0.000
   273.831,    78.938,    10.385,  2167.878,     0.000
   269.246,    71.631,    10.385,  2176.505,     0.000
   264.215,    64.615,    10.385,  2185.138,     0.000
   258.785,    57.923,    10.385,  2193.756,     0.000
   252.938,    51.554,    10.385,  2202.402,     0.000
   246.738,    45.569,    10.385,  2211.019,     0.000
   240.169,    39.954,    10.385,  2219.661,     0.000
   233.292,    34.754,    10.385,  2228.283,     0.000
   226.092,    29.985,    10.385,  2236.919,     0.000
   218.631,    25.662,    10.385,  2245.542,     0.000
   210.908,    21.800,    10.385,  2254.177,     0.000
   202.969,    18.400,    10.385,  2262.813,     0.000
   194.846,    15.508,    10.385,  2271.436,     0.000
   186.554,    13.108,    10.385,  2280.068,     0.000
   178.123,    11.215,    10.385,  2288.709,     0.000
   169.615,     9.846,    10.385,  2297.326,     0.000
   161.015,     9.000,    10.385,  2305.968,     0.000
   152.400,     8.662,    10.385,  2314.590,     0.000
   143.769,     8.877,    10.385,  2323.223,     0.000
   135.169,     9.600,    10.385,  2331.853,     0.000
   126.631,    10.846,    10.385,  2340.482,     0.000
   118.185,    12.615,    10.385,  2349.112,     0.000
   109.862,    14.908,    10.385,  2357.745,     0.000
   101.692,    17.692,    10.385,  2366.376,     0.000
    93.708,    20.985,    10.385,  2375.012,     0.000
    85.938,    24.754,    10.385,  2383.648,     0.000
    78.431,    28.985,    10.385,  2392.265,     0.000
    71.185,    33.677,    10.385,  2400.898,     0.000
